"","X","Island_Name","RasterAddress_1km","DepthBin_5m","Depth_m_mn","Longitude_mn","Latitude_mn","Longitude_ras","Latitude_ras","AreaSurveyed_m2_sum","PercentLiveCoralCover_mean","PercentLiveCoralCover_sd","PercentLiveCoralCover_N","PctCoralUnbleached_mean","PctCoralUnbleached_sd","PctCoralUnbleached_N","PctCoralPartialBleached_mean","PctCoralPartialBleached_sd","PctCoralPartialBleached_N","PctCoralFullyBleached_mean","PctCoralFullyBleached_sd","PctCoralFullyBleached_N","PctAffected_mean","PctAffected_sd","PctAffected_N","DHW_v2_20151101","DHW_v3_20151101","DHW_MUR_20141101","DHW_MUR_20151101","Prop_BleachResTaxa","optional"
"142",142,"Maui",14475,"(5,10]",6.70022744052,-156.69401325,20.9317293385214,-156.689776378085,20.93311718,15800.8,0.05,0.0707106781186548,2,75,35.3553390593274,2,25,35.3553390593274,2,0,0,2,25,35.3553390593274,2,7.49999983236194,9.65064334869385,3.42691016284537,13.4324592268947,7.78676613741116,TRUE
"143",143,"Maui",14944,"(10,15]",10.3632,-156.69501,20.9136789105058,-156.698790376809,20.91035,15,NA,NA,1,46.19,NA,1,15.74,NA,1,38.07,NA,1,53.81,NA,1,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,7.93154773784358,TRUE
"144",144,"Maui",14944,"(5,10]",9.7536,-156.69682,20.9136789105058,-156.698790376809,20.91294,20,NA,NA,1,44.75,NA,1,11.28,NA,1,43.97,NA,1,55.25,NA,1,7.49999983236194,9.65064334869385,3.10770385867947,13.3727131958846,14.233243641858,TRUE
"145",145,"Maui",14944,"[0,5]",3.5915744469672,-156.69667365,20.9136789105058,-156.698790376809,20.91426753,14671,35,3.53553390593274,2,50,0,2,25,0,2,25,0,2,50,0,2,7.49999983236194,9.65064334869385,3.10770385867947,13.3727131958846,14.233243641858,TRUE
"146",146,"Maui",14945,"(5,10]",8.619008490936,-156.6916792,20.9136789105058,-156.689776378085,20.90921045,6631.5,5,NA,1,65,NA,1,20,NA,1,15,NA,1,35,NA,1,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,0.848798966613216,TRUE
"147",147,"Maui",14945,"[0,5]",4.3983926541048,-156.69349655,20.9136789105058,-156.689776378085,20.911141905,14531,31.25,5.30330085889911,2,40,7.07106781186548,2,32.5,3.53553390593274,2,27.5,3.53553390593274,2,60,7.07106781186548,2,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,5.90093956179086,TRUE
"148",148,"Maui",15180,"(5,10]",6.34914064968,-156.6901313,20.9046536964981,-156.689776378085,20.90900809,6171.9,1.5,NA,1,70,NA,1,15,NA,1,15,NA,1,30,NA,1,5.80999987013638,9.65064334869385,3.23467089055659,13.5013364016355,1.12631054070464,TRUE
"149",149,"Maui",15180,"[0,5]",4.950982616436,-156.687116525,20.9046536964981,-156.689776378085,20.9046354925,32089.7,13.25,10.3158454169625,4,37.5,2.88675134594813,4,33.125,2.39356776939085,4,29.375,1.25,4,62.5,2.88675134594813,4,5.80999987013638,9.65064334869385,3.23467089055659,13.5013364016355,4.50053077261358,TRUE
"150",150,"Maui",15650,"(10,15]",10.3632,-156.69002,20.8866032684825,-156.689776378085,20.88515,15,NA,NA,1,33.67,NA,1,17.09,NA,1,49.25,NA,1,66.33,NA,1,5.80999987013638,9.77013683319092,3.22205980182131,13.3452882487259,2.37592244210354,TRUE
"151",151,"Maui",15650,"(5,10]",9.7536,-156.69148,20.8866032684825,-156.689776378085,20.88262,16,NA,NA,1,48.15,NA,1,18.52,NA,1,33.33,NA,1,51.85,NA,1,5.80999987013638,9.77013683319092,3.22205980182131,13.3452882487259,2.69494687852735,TRUE
"152",152,"Maui",17537,"(5,10]",9.4488,-156.63087,20.8144015564202,-156.626678387021,20.81472,15,NA,NA,1,35.42,NA,1,10.42,NA,1,54.17,NA,1,64.58,NA,1,8.46999981068075,11.6029806137085,3.85613524608123,12.0373538216392,4.70630689262708,TRUE
"153",153,"Maui",17772,"(5,10]",9.511319927544,-156.6239787,20.8053763424125,-156.626678387021,20.806546855,4883.1,43.75,5.30330085889911,2,38.75,8.83883476483184,2,35,3.53553390593274,2,26.25,5.30330085889911,2,61.25,8.83883476483184,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,10.7392100559967,TRUE
"154",154,"Maui",17773,"(10,15]",10.519492092552,-156.6159768,20.8053763424125,-156.617664388298,20.80224275,5036.8,68.75,8.83883476483184,2,63.75,1.76776695296637,2,25,0,2,11.25,1.76776695296637,2,36.25,1.76776695296637,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,7.74800693134224,TRUE
"155",155,"Maui",17773,"(5,10]",6.702213282624,-156.617229542857,20.8053763424125,-156.617664388298,20.8033118585714,15605.6,41.7857142857143,23.528098702858,7,47.5,12.5,7,34.6428571428571,8.71165065546462,7,17.8571428571429,5.48265663793784,7,52.5,12.5,7,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,6.03824017671593,TRUE
"156",156,"Maui",17773,"[0,5]",4.749442726908,-156.6205061,20.8053763424125,-156.617664388298,20.80438049,4618.5,35,0,2,28.75,8.83883476483184,2,35,7.07106781186548,2,36.25,1.76776695296637,2,71.25,8.83883476483184,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,7.38798844639127,TRUE
"157",157,"Maui",17774,"(10,15]",11.131967520888,-156.608864366667,20.8053763424125,-156.608650389574,20.8037704333333,5476.9,62.5,0,3,52.8366666666667,7.00107372717452,3,23.6533333333333,7.11621622305937,3,23.51,12.6366649081156,3,47.1633333333333,7.00107372717452,3,8.46999981068075,11.6029806137085,3.82410235981364,12.2426518911844,12.2415000653656,TRUE
"158",158,"Maui",17774,"(5,10]",6.4879181928,-156.60833596,20.8053763424125,-156.608650389574,20.80542283,11738,37.5,17.5,5,41.5,9.61769203083567,5,34,7.41619848709566,5,24.5,3.70809924354783,5,58.5,9.61769203083567,5,8.46999981068075,11.6029806137085,3.82410235981364,12.2426518911844,11.7446613464553,TRUE
"159",159,"Maui",17775,"(5,10]",6.105295230336,-156.59913968,20.8053763424125,-156.599636390851,20.802461524,12051.9,47.02,30.3484266478511,5,43,11.5108644332213,5,29.5,3.25960120260132,5,27.5,12.9903810567666,5,57,11.5108644332213,5,6.64999985136092,9.9231128692627,3.95459918347033,12.5618631677313,3.40162424486658,TRUE
"160",160,"Maui",17775,"[0,5]",4.85937715728,-156.5997932,20.8053763424125,-156.599636390851,20.80298887,2382,65,NA,1,57.5,NA,1,25,NA,1,17.5,NA,1,42.5,NA,1,7.55999983102083,10.7630467414856,3.95459918347033,12.5618631677313,3.66844915590868,TRUE
"161",161,"Maui",18010,"(5,10]",8.71562318112,-156.5968112,20.7963511284047,-156.599636390851,20.80073609,2772,37.5,NA,1,30,NA,1,50,NA,1,20,NA,1,70,NA,1,6.64999985136092,9.9231128692627,3.95410761361594,12.5235476797754,7.55836711548534,TRUE
"162",162,"Maui",18011,"(10,15]",10.324483042896,-156.5864472,20.7963511284047,-156.590622392128,20.79207378,1293,15,NA,1,30,NA,1,45,NA,1,25,NA,1,70,NA,1,6.64999985136092,9.9231128692627,3.94998685187036,12.8537142247071,1.39902508673386,TRUE
"163",163,"Maui",18011,"(5,10]",8.368869070464,-156.589924555556,20.7963511284047,-156.590622392128,20.7953360066667,19252,30.5555555555556,23.0073961537975,9,40.2777777777778,11.7556133163882,9,34.1666666666667,8.2915619758885,9,25.5555555555556,4.80523441444616,9,59.7222222222222,11.7556133163882,9,6.64999985136092,9.9231128692627,3.94998685187036,12.8537142247071,8.98050414469239,TRUE
"164",164,"Maui",18011,"[0,5]",4.3653935348352,-156.592355366667,20.7963511284047,-156.590622392128,20.79872955,7352.7,54.1666666666667,11.8145390656315,3,50,2.5,3,30,4.33012701892219,3,20,2.5,3,50,2.5,3,6.64999985136092,9.9231128692627,3.94998685187036,12.8537142247071,9.22107102327104,TRUE
"165",165,"Maui",19200,"(5,10]",8.395623172404,-156.4635253,20.7512250583658,-156.46442641,20.74860509,3846.7,26.3,37.0523953341751,2,76.25,12.3743686707646,2,13.75,8.83883476483184,2,10,3.53553390593274,2,23.75,12.3743686707646,2,1.8399999588728,7.06432104110718,3.84898298237181,13.9568926200339,12.1541730998451,TRUE
"166",166,"Maui",19435,"(5,10]",6.623179810008,-156.4619317,20.742199844358,-156.46442641,20.745764155,3897.2,0.05,0.0707106781186548,2,70,42.4264068711929,2,0,0,2,30,42.4264068711929,2,30,42.4264068711929,2,4.25999990478158,10.3433589935303,3.87891013366202,14.0049759216741,4.3253696293635,TRUE
"167",167,"Maui",19436,"[0,5]",3.4361721934848,-156.4595928,20.742199844358,-156.455412411277,20.739724955,3849.6,18.75,5.30330085889911,2,48.75,5.30330085889911,2,35,7.07106781186548,2,16.25,1.76776695296637,2,51.25,5.30330085889911,2,4.25999990478158,10.3433589935303,3.87891013366202,14.0049759216741,4.47013343695185,TRUE
"168",168,"Maui",19670,"(5,10]",8.8392,-156.46085,20.7331746303502,-156.46442641,20.73229,15,NA,NA,1,62.73,NA,1,11.52,NA,1,25.76,NA,1,37.27,NA,1,4.25999990478158,10.3433589935303,3.91573522717172,14.039883037866,13.7934658323702,TRUE
"169",169,"Maui",19670,"[0,5]",3.37500006,-156.4599677,20.7331746303502,-156.46442641,20.73539758,2012.9,25,NA,1,52.5,NA,1,32.5,NA,1,15,NA,1,47.5,NA,1,4.25999990478158,10.3433589935303,3.91573522717172,14.039883037866,5.95736938871215,TRUE
"170",170,"Maui",19671,"[0,5]",3.4187049793464,-156.45858116,20.7331746303502,-156.455412411277,20.732584948,10098.8,19.5,5.4198708471697,5,53,3.70809924354783,5,26.5,6.27495019900557,5,20.5,3.70809924354783,5,47,3.70809924354783,5,4.25999990478158,10.3433589935303,3.91573522717172,14.039883037866,12.3094616465183,TRUE
"171",171,"Maui",19906,"[0,5]",4.5887312466552,-156.45492805,20.7241494163424,-156.455412411277,20.727524985,4065.3,14.5,7.77817459305202,2,60,7.07106781186548,2,25,7.07106781186548,2,15,0,2,40,7.07106781186548,2,4.25999990478158,10.3433589935303,4.07084390247431,14.308136001879,3.7934535999304,TRUE
"172",172,"Maui",20142,"(5,10]",9.144,-156.44888,20.7151242023346,-156.446398412553,20.71268,11.3,NA,NA,1,47.62,NA,1,19.73,NA,1,32.65,NA,1,52.38,NA,1,4.25999990478158,10.3433589935303,4.07084390247431,14.308136001879,2.0573916214864,TRUE
"173",173,"Maui",22493,"(5,10]",5.80677062952,-156.44116495,20.6248720622568,-156.43738441383,20.621582435,4787.9,21.25,8.83883476483184,2,91,0,2,5,0,2,4,0,2,9,0,2,9.41999978944659,10.8518333435059,4.41051179438946,15.2722636841156,2.15700090962778,TRUE
"174",174,"Maui",22728,"(5,10]",5.96473784724,-156.439130133333,20.615846848249,-156.43738441383,20.6171375666667,6786.6,37.5,5,3,91.1666666666667,3.17542648054294,3,5.16666666666667,2.25462487641145,3,3.66666666666667,1.52752523165195,3,8.83333333333333,3.17542648054294,3,9.41999978944659,10.8518333435059,4.41051179438946,15.2722636841156,2.30756099698734,TRUE
"175",175,"Maui",22963,"(5,10]",8.266229724816,-156.4397865,20.6068216342412,-156.43738441383,20.6033386533333,7484,9.16666666666667,3.81881307912987,3,92.8333333333333,1.25830573921179,3,4.16666666666667,1.25830573921179,3,3,0,3,7.16666666666667,1.25830573921179,3,9.2999997921288,9.94514846801758,4.42113083045307,15.3824782650422,6.15721463429617,TRUE
"176",176,"Maui",23198,"(5,10]",8.793688758288,-156.43600724,20.5977964202335,-156.43738441383,20.597980452,10734.3,16,5.18411033833193,5,92.5,2.69258240356725,5,4.8,3.03315017762062,5,2.7,0.447213595499958,5,7.5,2.69258240356725,5,9.2999997921288,9.94514846801758,4.27882316830056,15.4817662839136,7.0968010105648,TRUE
"177",177,"Maui",23199,"(5,10]",8.131504992996,-156.4315621,20.5977964202335,-156.428370415106,20.595411105,3547.4,12.5,0,2,98,0,2,1,0,2,1,0,2,2,0,2,9.2999997921288,9.94514846801758,4.30947100664022,15.5051942546078,1.92675219298322,TRUE
"178",178,"Oahu",13,"[0,5]",0.9144,-157.834073333333,21.4822673929961,-157.834554215957,21.4812266666667,300,10,10,3,NA,NA,3,23.3333333333333,15.2752523165195,3,53.3333333333333,25.1661147842358,3,76.6666666666667,11.5470053837925,3,14.5699996743351,6.27951908111572,3.92291536855174,8.45642549284213,1.92946799241928,TRUE
"179",179,"Oahu",248,"[0,5]",0.9144,-157.833687,21.4732421789883,-157.834554215957,21.4765160769231,900,50.9338461538462,26.1218776566252,13,43.703,14.301982030474,13,39.67,11.6043081080548,13,17.4815384615385,13.2100213513288,13,57.1515384615385,12.4918765911784,13,14.5699996743351,6.27951908111572,4.0935668078971,8.48709696675395,3.1245858685187,TRUE
"180",180,"Oahu",249,"[0,5]",1.2192,-157.82486,21.4732421789883,-157.825540217234,21.4763058333333,17331.4,74.2553266908333,15.1728508123659,12,55.0422309463636,20.963377470465,12,33.6966117461667,15.6647331406804,12,11.2646766428333,10.3572996304656,12,44.9616666666667,19.9869479380617,12,14.5699996743351,6.27951908111572,4.11822082603371,8.52352984082568,2.36458099673049,TRUE
"181",181,"Oahu",251,"[0,5]",0.9144,-157.80656,21.4732421789883,-157.807512219787,21.47409,100,89,NA,1,NA,NA,1,5,NA,1,5,NA,1,10,NA,1,14.5699996743351,6.27951908111572,4.14400121388418,8.55915858928974,0.278144649390356,TRUE
"182",182,"Oahu",484,"[0,5]",0.6096,-157.823029833333,21.4642169649805,-157.825540217234,21.460476,19014.8,71.53555801075,23.4890026329584,12,49.44134,21.0037032561308,12,40.6745454545455,13.1500816450974,12,12.3937716666667,8.6069343193939,12,49.6791666666667,20.2559640861798,12,14.5699996743351,6.27951908111572,3.98777709374061,8.69941675514529,2.85112328593491,TRUE
"183",183,"Oahu",485,"[0,5]",0.9144,-157.81608,21.4642169649805,-157.816526218511,21.46227,100,89,NA,1,NA,NA,1,5,NA,1,5,NA,1,10,NA,1,14.5699996743351,6.27951908111572,3.98777709374061,8.69941675514529,5.96415680802274,TRUE
"184",184,"Oahu",486,"[0,5]",0.9144,-157.8097,21.4642169649805,-157.807512219787,21.46063,1855,54.96834946,NA,1,97.77181244,NA,1,1.854758024,NA,1,0.332241803,NA,1,2.19,NA,1,14.5699996743351,6.27951908111572,4.15683854770311,8.74380031487881,2.36133143244973,TRUE
"185",185,"Oahu",489,"[0,5]",0.9144,-157.77996,21.4642169649805,-157.780470223617,21.46101,200,72.5,3.53553390593274,2,NA,NA,2,7.5,3.53553390593274,2,10,0,2,17.5,3.53553390593274,2,12.3899997230619,6.59273529052734,4.84207929674086,8.82825054406247,1.74514789765018,TRUE
"186",186,"Oahu",722,"[0,5]",0.9144,-157.800411111111,21.4551917509728,-157.798498221064,21.4523522222222,246.5914,73.3391068055556,14.4452014201409,9,58.22384733625,10.0333757703117,9,32.5673880133333,10.6677000498102,9,6.01141435477778,7.53532993088027,9,38.82,12.8715888685119,9,14.5699996743351,6.27951908111572,4.30950184986268,8.78159689361796,4.33236952176081,TRUE
"187",187,"Oahu",956,"[0,5]",0.9144,-157.808815,21.446166536965,-157.807512219787,21.447355,200,55,21.2132034355964,2,NA,NA,2,15,7.07106781186548,2,30,14.142135623731,2,45,21.2132034355964,2,14.5699996743351,6.18960046768188,4.28709617796398,8.77684959229968,1.59217636749888,TRUE
"188",188,"Oahu",957,"[0,5]",0.9144,-157.79416,21.446166536965,-157.798498221064,21.44595,100,85,NA,1,NA,NA,1,5,NA,1,5,NA,1,10,NA,1,12.3899997230619,6.76331043243408,4.7093139285133,8.84643045642,7.50766886541785,TRUE
"189",189,"Oahu",959,"[0,5]",0.9144,-157.78204,21.446166536965,-157.780470223617,21.45067,100,90,NA,1,NA,NA,1,5,NA,1,5,NA,1,10,NA,1,12.3899997230619,6.76331043243408,4.82448847215255,8.8669023234329,1.27710797942603,TRUE
"190",190,"Oahu",1191,"[0,5]",0.9144,-157.80513,21.4371413229572,-157.807512219787,21.44037,100,30,NA,1,NA,NA,1,25,NA,1,40,NA,1,65,NA,1,14.5699996743351,6.18960046768188,4.11782611525539,8.8020845133743,3.45356292990695,TRUE
"191",191,"Oahu",1192,"[0,5]",1.3716,-157.7982,21.4371413229572,-157.798498221064,21.4339,27.6012,52.46582312,6.59050462248439,2,20.93069103,1.17660694556471,2,28.29591951,3.02379637261026,2,50.773389455,4.20040332524604,2,79.07,1.17379725676968,2,12.3899997230619,6.76331043243408,4.26253932771228,8.84115368071056,5.67915691004598,TRUE
"192",192,"Oahu",1193,"[0,5]",0.9144,-157.791269636364,21.4371413229572,-157.78948422234,21.435575,700,51.3063636363636,19.235153897345,11,41.274,18.2830700072195,11,35.8681818181818,15.4583070342013,11,19.7918181818182,15.1032842906315,11,55.66,20.1059070921956,11,12.3899997230619,6.76331043243408,4.39046888665838,8.87276343251322,3.62269577737406,TRUE
"193",193,"Oahu",1428,"[0,5]",0.9144,-157.790262222222,21.4281161089494,-157.78948422234,21.42789,420,36.1111111111111,18.5030027593121,9,59.8333333333333,31.7327380896554,9,21.4444444444444,19.5966266938414,9,26.5555555555556,22.3165359717358,9,48.0266666666667,28.3308802369429,9,12.3899997230619,6.76331043243408,4.20610778724754,9.0364261333759,2.85910656875087,TRUE
"194",194,"Oahu",1430,"[0,5]",0.9144,-157.770425,21.4281161089494,-157.771456224894,21.427935,200,7.5,3.53553390593274,2,NA,NA,2,15,7.07106781186548,2,60,14.142135623731,2,75,7.07106781186548,2,9.00999979861081,6.76331043243408,4.15497873397101,9.38680231003535,0.92731953298237,TRUE
"195",195,"Oahu",2376,"[0,5]",2.4384,-157.714923846154,21.3920152529183,-157.717372232553,21.3935561538462,130,36.1947307692308,13.7133383326657,13,48.3453261538462,15.8653883949546,13,16.1790046153846,8.92586589319548,13,25.0966507692308,16.0161500830925,13,41.2753846153846,20.3802848423767,13,11.9499997328967,7.32778739929199,4.09396472972828,10.1567225075467,0.315641327266506,TRUE
"196",196,"Oahu",4701,"(5,10]",6.696696594648,-157.944360675,21.3017631128405,-157.942722200638,21.302546065,8268.9,12,8.07258735887489,4,86.25,2.98607881119482,4,13.25,2.98607881119482,4,0.5,0,4,13.75,2.98607881119482,4,6.38999985717237,7.71980619430542,5.87944200536707,9.05383805914239,1.77489065587387,TRUE
"197",197,"Oahu",4701,"[0,5]",4.3800455472888,-157.9397066,21.3017631128405,-157.942722200638,21.30296025,1903.9,7.5,NA,1,92,NA,1,7.5,NA,1,0.5,NA,1,8,NA,1,6.38999985717237,7.71980619430542,5.87944200536707,9.05383805914239,4.92225331255106,TRUE
"198",198,"Oahu",4702,"[0,5]",3.3255238684776,-157.93448622,21.3017631128405,-157.933708201915,21.301755368,9776.6,4.42,2.24321198284959,5,79.1,5.23688838911047,5,19,4.54147553114624,5,1.9,0.894427190999916,5,20.9,5.23688838911047,5,6.38999985717237,7.71980619430542,5.73496246198158,9.25924144507327,1.15164993419106,TRUE
"199",199,"Oahu",4703,"(5,10]",5.257400121456,-157.925017033333,21.3017631128405,-157.924694203192,21.2978236633333,6416.3,25,9.01387818865997,3,81.3333333333333,2.75378527364305,3,17.5,2.5,3,1.16666666666667,1.60727512683216,3,18.6666666666667,2.75378527364305,3,6.38999985717237,7.71980619430542,5.73496246198158,9.25924144507327,0.250684799296557,TRUE
"200",200,"Oahu",4703,"[0,5]",4.975684323192,-157.928193,21.3017631128405,-157.924694203192,21.29914673,2187.7,45,NA,1,75,NA,1,25,NA,1,0,NA,1,25,NA,1,6.38999985717237,7.71980619430542,5.73496246198158,9.25924144507327,0.736997811412658,TRUE
"201",201,"Oahu",4938,"(5,10]",5.569727404344,-157.9212742,21.2927378988327,-157.924694203192,21.29643965,2217.5,27.5,NA,1,86.5,NA,1,12.5,NA,1,1,NA,1,13.5,NA,1,6.38999985717237,7.71980619430542,5.75468801840757,9.33513177445519,0.0578445221242266,TRUE
"202",202,"Oahu",4939,"(5,10]",5.840833471224,-157.91486014,21.2927378988327,-157.915680204468,21.294852796,12020.5,30,8.47791247890659,5,88.28,4.19726101165986,5,11.5,4.18330013267038,5,0.22,0.258843582110896,5,11.72,4.19726101165987,5,6.38999985717237,7.71980619430542,5.72484945010789,9.39868112431341,0.413125345196586,TRUE
"203",203,"Oahu",5180,"(5,10]",5.115541099104,-157.85889825,21.2837126848249,-157.861596212128,21.287361125,4562.8,8.75,1.76776695296637,2,82.5,0.707106781186548,2,15.5,0,2,2,0.707106781186548,2,17.5,0.707106781186548,2,5.38999987952411,7.76943206787109,5.13464988456977,9.97319093641343,0.105501502706821,TRUE
"204",204,"Oahu",5181,"(5,10]",5.308363204188,-157.852321425,21.2837126848249,-157.852582213404,21.2837450625,7603.9,8.125,2.39356776939085,4,77.75,1.70782512765993,4,20.25,2.06155281280883,4,2,0.577350269189626,4,22.25,1.70782512765993,4,5.38999987952411,7.76943206787109,5.06301551790901,9.8813900245415,1.02735062000691,TRUE
"205",205,"Oahu",5181,"[0,5]",4.75495092468,-157.8541421,21.2837126848249,-157.852582213404,21.28522532,2258.6,6.5,NA,1,82,NA,1,18,NA,1,0,NA,1,18,NA,1,5.38999987952411,7.76943206787109,5.06301551790901,9.8813900245415,2.6114796571698,TRUE
"206",206,"Oahu",5182,"(5,10]",6.528989325288,-157.84661885,21.2837126848249,-157.843568214681,21.28052788,5412.4,15,0,2,80.25,3.18198051533946,2,18.75,1.76776695296637,2,1,1.4142135623731,2,19.75,3.18198051533946,2,3.63999991863966,7.56409215927124,5.06301551790901,9.8813900245415,0.478715396428691,TRUE
"207",207,"Oahu",5417,"[0,5]",4.3870589163456,-157.8434441,21.2746874708171,-157.843568214681,21.27826182,2292.6,10,NA,1,81,NA,1,15.5,NA,1,3.5,NA,1,19,NA,1,3.63999991863966,7.56409215927124,4.71758033417083,9.96842654720767,0.0379451583024335,TRUE
"208",208,"Oahu",5433,"[0,5]",0.9144,-157.69574375,21.2746874708171,-157.699344235106,21.2717455,400,33.8975,13.7925617030823,4,NA,NA,4,18.9175,5.80552251452586,4,45.2025,13.5567360255582,4,64.12,16.071907167477,4,7.50999983213842,8.31254100799561,3.31019540723863,11.257885043525,0.180560328129997,TRUE
"209",209,"Oahu",5434,"[0,5]",0.9144,-157.694822,21.2746874708171,-157.690330236383,21.272623,100,32.17,NA,1,NA,NA,1,25.22,NA,1,40.87,NA,1,66.09,NA,1,7.50999983213842,8.31254100799561,3.31389856233702,11.4588891382183,0.379945494133772,TRUE
"210",210,"Oahu",5668,"[0,5]",0.9144,-157.696878666667,21.2656622568093,-157.699344235106,21.2690843333333,300,36.55,17.7159447955789,3,NA,NA,3,15.65,4.16068503975007,3,45.4433333333333,19.5105339069266,3,61.0966666666667,18.5920260685417,3,7.50999983213842,8.31254100799561,3.31019540723863,11.257885043525,4.71209798292083,TRUE
"211",211,"Oahu",5892,"(5,10]",5.590442438352,-157.798283775,21.2566370428016,-157.798498221064,21.25301153,9292.8,3,1.35400640077266,4,78,7.62670745909837,4,19.375,5.15388203202208,4,2.625,2.83945417290014,4,22,7.62670745909837,4,6.89999984577298,7.46460485458374,4.15364301772345,10.0792429424468,0.177397646241,TRUE
"212",212,"Oahu",5893,"(5,10]",6.459341801388,-157.79058605,21.2566370428016,-157.78948422234,21.25519631,9267.5,3.875,1.31497781983829,4,76.75,4.55521678957215,4,20.375,0.75,4,2.875,4.75,4,23.25,4.55521678957215,4,6.89999984577298,7.46460485458374,3.51009203732669,10.2721846108908,0.53707637446578,TRUE
"213",213,"Oahu",5893,"[0,5]",4.939174022832,-157.788637,21.2566370428016,-157.78948422234,21.25681619,2245.1,6.5,NA,1,81,NA,1,17.5,NA,1,1.5,NA,1,19,NA,1,6.89999984577298,7.46460485458374,3.51009203732669,10.2721846108908,0.243355084655533,TRUE
"214",214,"Oahu",6126,"(5,10]",5.361837332952,-157.8032971,21.2476118287938,-157.807512219787,21.2518701,2146.8,2,NA,1,86,NA,1,12.5,NA,1,1.5,NA,1,14,NA,1,7.69999982789159,8.09187030792236,4.16297042064177,10.1161632984986,0.145898513197525,TRUE
